step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
283,CASH_IN,204659.77,C1643501930,4996070.79,5200730.56,C89259074,1166554.72,961894.96,0,0
372,PAYMENT,40305.98,C474032209,0.0,0.0,M316372497,0.0,0.0,0,0
155,CASH_OUT,148208.72,C1072863805,64815.0,0.0,C983489010,70515.19,218723.91,0,0
329,PAYMENT,26639.77,C1121577563,0.0,0.0,M962764292,0.0,0.0,0,0
306,PAYMENT,10416.94,C1593758770,488050.02,477633.09,M1760280821,0.0,0.0,0,0
253,CASH_IN,112454.48,C90493608,14948960.74,15061415.22,C82052817,283153.45,114024.86,0,0
370,CASH_OUT,222007.64,C1732833267,0.0,0.0,C1994329160,2209206.29,2431213.93,0,0
288,CASH_OUT,108752.95,C1067241385,0.0,0.0,C510704093,461886.59,570639.54,0,0
259,CASH_OUT,192560.34,C1385633512,198025.0,5464.66,C1900082675,298291.32,490851.66,0,0
326,CASH_IN,305188.28,C89045425,3819243.96,4124432.24,C459474813,3490991.27,3185802.99,0,0
358,CASH_OUT,6097.45,C155312614,26283.53,20186.08,C829469905,581851.02,587948.47,0,0
40,PAYMENT,14026.04,C1843750247,0.0,0.0,M1355848189,0.0,0.0,0,0
225,CASH_IN,63416.1,C819178681,6136537.73,6199953.83,C2058764669,2072755.92,2009339.82,0,0
346,PAYMENT,888.25,C1041998386,72727.0,71838.75,M634853214,0.0,0.0,0,0
20,PAYMENT,7898.09,C917727779,168697.97,160799.88,M330406640,0.0,0.0,0,0
162,CASH_IN,128432.9,C1082687183,355329.0,483761.9,C977969717,2049864.96,1921432.06,0,0
230,CASH_IN,480453.54,C1690955415,44369.0,524822.54,C825563561,0.0,0.0,0,0
258,CASH_IN,149933.71,C1551777216,2209147.72,2359081.44,C7217695,5339902.8,5189969.09,0,0
187,CASH_OUT,130895.42,C1362184405,0.0,0.0,C1759096537,2081508.48,2212403.89,0,0
182,PAYMENT,14123.07,C1701876707,134418.0,120294.93,M730522321,0.0,0.0,0,0
401,CASH_OUT,214090.46,C1979893622,0.0,0.0,C1923559860,763402.8,589372.13,0,0
19,CASH_IN,16160.51,C2094490399,4151921.55,4168082.06,C1781059427,583465.41,567304.91,0,0
399,CASH_OUT,345389.87,C692385421,17168.0,0.0,C2127752747,332348.22,677738.09,0,0
17,TRANSFER,227194.57,C1000894157,0.0,0.0,C1340904400,277590.02,523845.66,0,0
348,CASH_IN,235475.98,C195663782,8322.0,243797.98,C661584762,1218087.87,982611.88,0,0
203,CASH_OUT,297841.4,C2138620708,43853.0,0.0,C77706314,0.0,297841.4,0,0
177,CASH_OUT,383792.96,C1576842517,0.0,0.0,C986203779,1727594.52,2115934.36,0,0
277,CASH_OUT,25659.57,C6471935,30689.0,5029.43,C1472369096,192514.34,218173.91,0,0
397,CASH_IN,164589.41,C1219837511,29259.0,193848.41,C1256354508,4661929.08,4497339.67,0,0
11,CASH_OUT,166047.56,C1373872761,767359.17,601311.61,C1246960429,180632.17,127765.24,0,0
236,CASH_OUT,236543.62,C1909981722,5716.0,0.0,C726248033,199529.19,436072.81,0,0
13,PAYMENT,8494.82,C1187491022,18447.0,9952.18,M1202658218,0.0,0.0,0,0
310,CASH_OUT,154019.27,C1810483382,0.0,0.0,C1448334896,865054.85,1019074.12,0,0
300,PAYMENT,47757.35,C470156461,42390.4,0.0,M812537006,0.0,0.0,0,0
181,PAYMENT,1800.64,C151895696,0.0,0.0,M264794358,0.0,0.0,0,0
225,PAYMENT,7958.81,C129182771,11634.0,3675.19,M1904970276,0.0,0.0,0,0
326,PAYMENT,701.37,C927803659,0.0,0.0,M2071001897,0.0,0.0,0,0
348,PAYMENT,8460.88,C1928606692,3526.0,0.0,M1558648655,0.0,0.0,0,0
514,CASH_OUT,273017.0,C1755552807,18036.0,0.0,C212600067,61716.2,334733.2,0,0
132,TRANSFER,1137420.84,C1580206758,82187.0,0.0,C1079580032,5652674.47,6792162.48,0,0
230,CASH_OUT,394764.4,C1953070048,0.0,0.0,C1442716813,434539.27,829303.67,0,0
544,CASH_OUT,89516.85,C196734278,0.0,0.0,C2001213429,213474.37,302991.22,0,0
202,CASH_IN,79812.86,C14695187,3776425.78,3856238.64,C1466757842,192539.78,112726.93,0,0
134,CASH_IN,10252.0,C2095381282,414.0,10666.0,C481791461,5239502.12,5229250.12,0,0
11,CASH_IN,697313.14,C1842972977,273287.49,970600.62,C1029472813,210215.66,0.0,0,0
300,PAYMENT,10430.18,C1063125568,0.0,0.0,M1648643309,0.0,0.0,0,0
234,CASH_OUT,248500.92,C445563660,103992.0,0.0,C1909979907,1001527.49,1250028.4,0,0
186,CASH_OUT,3330.81,C1428182126,0.0,0.0,C1652577914,364144.62,367475.43,0,0
283,PAYMENT,2177.31,C1601914274,29170.26,26992.95,M559247827,0.0,0.0,0,0
352,PAYMENT,588.73,C1061377986,5509.19,4920.46,M1079676594,0.0,0.0,0,0
44,CASH_IN,251702.19,C1014128023,20401389.38,20653091.56,C197981204,730434.46,478732.27,0,0
207,CASH_IN,147816.22,C1215876280,15133246.42,15281062.63,C2070713570,6440504.12,6292687.9,0,0
251,TRANSFER,954652.7,C2128126442,21342.0,0.0,C976907379,1097144.94,2051797.65,0,0
39,CASH_IN,45813.26,C278451770,2113705.24,2159518.5,C72780271,5810017.04,5764203.79,0,0
399,PAYMENT,20586.9,C780709876,0.0,0.0,M669190432,0.0,0.0,0,0
275,CASH_OUT,186372.81,C1184542991,10076.0,0.0,C2068126069,99140.28,285513.09,0,0
9,CASH_OUT,441496.74,C516796163,5014.0,0.0,C399211008,255509.0,1189281.12,0,0
588,PAYMENT,2754.97,C1232593077,0.0,0.0,M548915651,0.0,0.0,0,0
16,TRANSFER,195262.87,C1211178984,0.0,0.0,C617412264,1126574.84,1327638.28,0,0
42,CASH_OUT,160827.78,C631762994,18567.0,0.0,C986365193,0.0,160827.78,0,0
186,CASH_IN,11664.87,C2021804426,931724.12,943388.98,C1497927052,332743.16,321078.3,0,0
18,PAYMENT,4802.45,C167094515,57430.56,52628.11,M1068533249,0.0,0.0,0,0
178,CASH_OUT,352228.79,C1961009541,39941.0,0.0,C90620772,4657837.11,5010065.9,0,0
39,CASH_IN,20809.62,C623339862,97575.0,118384.62,C369306100,282463.89,316065.26,0,0
10,PAYMENT,640.09,C1895018677,347454.71,346814.63,M291177872,0.0,0.0,0,0
355,PAYMENT,2784.92,C31980006,138624.16,135839.25,M87695127,0.0,0.0,0,0
181,CASH_IN,131152.14,C171744144,104798.0,235950.14,C874283583,438450.97,307298.83,0,0
17,CASH_IN,349277.98,C1200598897,5303651.09,5652929.08,C123366619,1939877.31,1590599.33,0,0
379,CASH_IN,130853.06,C362897549,2549373.62,2680226.68,C1914282031,664012.19,533159.13,0,0
348,CASH_OUT,166820.69,C1621471816,2403.0,0.0,C924827741,1279.65,168100.35,0,0
162,CASH_IN,70028.6,C155089394,2444648.87,2514677.47,C2050669249,7598542.72,7975379.32,0,0
40,PAYMENT,18503.14,C123565228,61642.0,43138.86,M1868090779,0.0,0.0,0,0
282,PAYMENT,7930.59,C1679237865,0.0,0.0,M175653741,0.0,0.0,0,0
402,CASH_OUT,272895.03,C670444807,11200.0,0.0,C1216172640,55231.18,328126.22,0,0
185,PAYMENT,39836.56,C55407795,5078.0,0.0,M1127220229,0.0,0.0,0,0
226,CASH_OUT,196542.67,C1600932147,58127.01,0.0,C1151521265,469156.83,665699.5,0,0
400,CASH_IN,14412.39,C1153669322,93012.0,107424.39,C136511082,3171496.44,3157084.05,0,0
43,CASH_IN,414485.76,C1522192238,3828008.19,4242493.94,C446093259,1781726.21,1367240.45,0,0
159,PAYMENT,6016.68,C1333133501,400988.0,394971.32,M315558687,0.0,0.0,0,0
11,CASH_OUT,396313.94,C924357015,8185.0,0.0,C1299038993,147503.27,543817.2,0,0
203,CASH_OUT,320540.86,C388690597,0.0,0.0,C516073867,793975.38,1114516.24,0,0
379,CASH_OUT,125241.66,C1672296103,18639.0,0.0,C290974389,151355.62,339178.04,0,0
179,CASH_IN,177709.74,C1251323707,23224395.22,23402104.96,C1717024089,379355.22,201645.48,0,0
95,CASH_IN,34076.35,C418060275,2440900.86,2474977.21,C1350169661,407652.04,373575.69,0,0
155,CASH_IN,116649.14,C1838458267,6542024.22,6658673.36,C2060746304,185612.1,68962.96,0,0
308,CASH_OUT,110137.83,C938406367,0.0,0.0,C926663247,152863.92,263001.75,0,0
154,PAYMENT,10641.68,C224691642,10981.0,339.32,M1989463000,0.0,0.0,0,0
234,PAYMENT,17503.14,C2143780490,0.0,0.0,M1573142246,0.0,0.0,0,0
352,CASH_OUT,6238.59,C828957721,666.0,0.0,C845683279,182093.67,191783.23,0,0
160,PAYMENT,20021.0,C866638847,51697.0,31676.0,M140532089,0.0,0.0,0,0
163,CASH_IN,146478.0,C1632489091,27127.0,173605.0,C1037257925,5261.18,0.0,0,0
46,PAYMENT,9188.84,C2076000915,0.0,0.0,M1160495560,0.0,0.0,0,0
522,CASH_OUT,244942.35,C681056657,0.0,0.0,C929926660,1492818.26,1737760.61,0,0
187,TRANSFER,1630664.24,C456654881,21895.0,0.0,C968554686,403569.79,2034234.03,0,0
252,PAYMENT,38071.48,C1259600944,142392.0,104320.52,M1336708976,0.0,0.0,0,0
282,CASH_IN,204636.12,C1482853649,99026.0,303662.12,C2077097385,1731008.5,1526372.38,0,0
346,CASH_OUT,17172.02,C1195291488,30506.0,13333.98,C1495437555,0.0,17172.02,0,0
407,PAYMENT,3148.7,C2052194160,104456.0,101307.3,M490035480,0.0,0.0,0,0
226,TRANSFER,744702.38,C496267106,29766.0,0.0,C1492403647,136879.0,244631.6,0,0
168,PAYMENT,7710.5,C947821612,245.0,0.0,M147444969,0.0,0.0,0,0
347,CASH_OUT,282497.28,C1382418977,0.0,0.0,C1141573755,4373163.67,4655660.95,0,0
375,CASH_IN,165402.13,C1523426695,1411956.49,1577358.61,C341367266,207741.48,42339.35,0,0
17,CASH_IN,361373.69,C530536676,0.0,361373.69,C1053412472,0.0,0.0,0,0
163,CASH_OUT,242921.2,C1488083153,21953.0,0.0,C1817145174,4677222.73,4920143.93,0,0
323,PAYMENT,39807.11,C2081270215,151732.0,111924.89,M1504989513,0.0,0.0,0,0
356,TRANSFER,487480.67,C97897100,0.0,0.0,C30785882,2059116.5,2546597.17,0,0
378,CASH_OUT,234210.46,C1066636623,0.0,0.0,C1727908519,3996194.23,4230404.69,0,0
15,PAYMENT,116.73,C1368245168,0.0,0.0,M1088191521,0.0,0.0,0,0
179,CASH_OUT,539137.21,C1416761468,21842.0,0.0,C1037706659,40321.39,579458.6,0,0
277,CASH_OUT,423652.62,C1036554639,0.0,0.0,C1631812742,5535124.42,5958777.04,0,0
206,CASH_OUT,304797.12,C677754477,0.0,0.0,C254484664,2984721.05,3289518.17,0,0
278,PAYMENT,10506.52,C2035707693,0.0,0.0,M896514924,0.0,0.0,0,0
228,CASH_OUT,19681.6,C1645531212,0.0,0.0,C1460687172,847958.61,867640.21,0,0
202,PAYMENT,31073.14,C1375897963,344428.95,313355.81,M2094612545,0.0,0.0,0,0
201,CASH_OUT,173666.5,C532847293,0.0,0.0,C386229497,10122556.79,10296223.29,0,0
205,PAYMENT,9431.48,C1463020740,23096.0,13664.52,M1610628039,0.0,0.0,0,0
177,CASH_OUT,55208.12,C453478522,0.0,0.0,C928197209,625144.75,680352.87,0,0
306,TRANSFER,4434390.02,C1814584419,0.0,0.0,C2421516,6807016.22,11241406.23,0,0
153,CASH_IN,150143.74,C453247817,2948105.89,3098249.63,C34842594,1358115.09,1207971.35,0,0
285,PAYMENT,2242.61,C1588783653,53.0,0.0,M1580598194,0.0,0.0,0,0
405,PAYMENT,4714.12,C1927466234,4485.0,0.0,M323948982,0.0,0.0,0,0
119,CASH_OUT,221661.99,C1132755001,0.0,0.0,C1853882370,573856.45,795518.45,0,0
403,CASH_OUT,10280.22,C136117013,40438.0,30157.78,C1598258716,50388.33,60668.56,0,0
136,CASH_IN,113974.82,C301247822,5924153.62,6038128.43,C1669632034,2861444.95,2740432.08,0,0
136,CASH_IN,10796.03,C679906284,6131226.76,6142022.79,C1762950575,408279.38,307556.1,0,0
94,PAYMENT,859.43,C807598009,0.0,0.0,M97274616,0.0,0.0,0,0
204,CASH_OUT,76118.49,C641229748,911.0,0.0,C841965573,437434.64,513553.13,0,0
379,PAYMENT,8493.23,C2028243630,0.0,0.0,M1397254414,0.0,0.0,0,0
307,CASH_OUT,476595.71,C959379333,0.0,0.0,C1722948303,546731.95,1023327.66,0,0
522,CASH_OUT,218739.74,C793725636,3050.0,0.0,C524745950,548668.8,771441.75,0,0
163,CASH_OUT,163393.28,C1410588902,0.0,0.0,C1902717635,1175688.26,1339081.54,0,0
210,PAYMENT,1097.41,C277172934,16109.8,15012.4,M1758201568,0.0,0.0,0,0
306,PAYMENT,6091.83,C891536639,230896.79,224804.97,M169569383,0.0,0.0,0,0
274,CASH_IN,137478.66,C306406695,20700.0,158178.66,C808552683,0.0,0.0,0,0
202,CASH_OUT,93407.75,C306965804,32967.0,0.0,C1268909769,0.0,93407.75,0,0
11,PAYMENT,22218.05,C116056085,5395.0,0.0,M878702068,0.0,0.0,0,0
251,TRANSFER,852316.38,C2065979150,0.0,0.0,C295277693,2519609.63,3371926.02,0,0
183,PAYMENT,13974.36,C1170527757,0.0,0.0,M1561105808,0.0,0.0,0,0
226,PAYMENT,2997.73,C1282352365,31588.0,28590.27,M818996534,0.0,0.0,0,0
209,PAYMENT,11764.27,C1073947573,1501.0,0.0,M1718954534,0.0,0.0,0,0
96,PAYMENT,14555.98,C1757335837,0.0,0.0,M1863006167,0.0,0.0,0,0
210,CASH_IN,146274.71,C1210328913,7994957.23,8141231.95,C727072979,1598706.78,1452432.07,0,0
161,CASH_OUT,96147.77,C1299871880,0.0,0.0,C532217344,1609914.22,1706061.99,0,0
210,CASH_IN,129136.15,C1966111345,10097.0,139233.15,C1188119059,0.0,0.0,0,0
661,CASH_OUT,229962.81,C642292013,0.0,0.0,C2070418010,2289025.2,2518988.01,0,0
275,PAYMENT,6968.71,C1194602295,0.0,0.0,M627989419,0.0,0.0,0,0
251,PAYMENT,24024.2,C83925923,0.0,0.0,M370887025,0.0,0.0,0,0
201,PAYMENT,6400.11,C1660870106,0.0,0.0,M231892652,0.0,0.0,0,0
41,CASH_IN,184045.85,C1886202455,3109992.46,3294038.31,C478891652,195503.02,11457.17,0,0
398,CASH_OUT,298582.82,C322117945,30645.0,0.0,C331122552,4963490.37,5262073.19,0,0
210,TRANSFER,508638.12,C1803128983,756254.0,247615.88,C190589575,1437880.0,1946518.12,0,0
235,PAYMENT,11108.64,C127785187,0.0,0.0,M329815407,0.0,0.0,0,0
299,PAYMENT,45557.95,C1239387324,156765.47,111207.52,M1074352675,0.0,0.0,0,0
287,PAYMENT,22165.26,C1278168738,0.0,0.0,M1545576713,0.0,0.0,0,0
138,CASH_OUT,135226.44,C1653389665,225870.0,90643.56,C731198515,96831.04,232057.48,0,0
14,TRANSFER,410306.08,C930202961,0.0,0.0,C1747297582,2843623.63,3522735.62,0,0
187,PAYMENT,3675.53,C192965140,27704.0,24028.47,M2009007184,0.0,0.0,0,0
544,CASH_OUT,253375.69,C1058225857,21590.0,0.0,C813203510,209964.47,463340.16,0,0
374,CASH_OUT,152236.03,C1155407690,0.0,0.0,C761965042,1493277.59,1645513.62,0,0
259,CASH_IN,204327.54,C1379562380,25896399.68,26100727.23,C1228566089,656276.2,451948.66,0,0
15,CASH_OUT,156974.49,C1068663905,21778.0,0.0,C237310904,0.0,156974.49,0,0
18,PAYMENT,2856.06,C1961324423,129232.08,126376.02,M1113814663,0.0,0.0,0,0
42,PAYMENT,6498.27,C1491661922,0.0,0.0,M640248241,0.0,0.0,0,0
307,CASH_IN,81445.93,C1947953299,189664.0,271109.93,C1541401594,1147900.21,1066454.28,0,0
135,PAYMENT,7963.88,C753330474,252.0,0.0,M229916245,0.0,0.0,0,0
261,PAYMENT,373.48,C1918557923,84916.44,84542.96,M1009343713,0.0,0.0,0,0
398,TRANSFER,1011079.2,C2041546322,21454.0,0.0,C2033517446,176999.07,1479499.07,0,0
393,CASH_IN,219030.88,C1568321888,1090.0,220120.88,C726807073,5774.23,0.0,0,0
212,CASH_IN,63476.77,C640726422,10511009.33,10574486.1,C606955908,542977.49,479500.72,0,0
396,PAYMENT,4700.52,C1202443133,0.0,0.0,M547250859,0.0,0.0,0,0
601,PAYMENT,1630.45,C1963073500,0.0,0.0,M1274577619,0.0,0.0,0,0
11,CASH_IN,174594.81,C298656682,1725852.27,1900447.08,C1848586606,1812580.15,3134049.75,0,0
348,CASH_IN,65730.1,C932280746,6760729.11,6826459.21,C720647434,1520272.34,1454542.24,0,0
258,CASH_IN,30574.54,C437158508,2742010.16,2772584.7,C1911027671,697680.39,667105.85,0,0
129,CASH_IN,39.44,C1913954717,7049898.35,7049937.79,C160616338,154743.23,154703.79,0,0
190,CASH_OUT,249578.94,C538883231,42404.0,0.0,C1046428736,3248346.98,3497925.93,0,0
10,CASH_OUT,165595.47,C1254499526,0.0,0.0,C1905924918,698110.5,2506294.11,0,0
396,PAYMENT,30673.81,C1687561526,21.0,0.0,M1017816999,0.0,0.0,0,0
283,CASH_OUT,359767.68,C1352217800,0.0,0.0,C1499597626,1274701.39,1634469.06,0,0
24,PAYMENT,11161.12,C1407755637,0.0,0.0,M789896155,0.0,0.0,0,0
137,CASH_IN,25100.47,C2086362417,259174.15,284274.62,C918485243,0.0,0.0,0,0
332,CASH_OUT,15576.32,C1005386765,1229.0,0.0,C1667038043,630289.53,645865.85,0,0
251,CASH_IN,218178.26,C1498106450,6836131.44,7054309.71,C1924961898,706969.26,488791.0,0,0
133,PAYMENT,32725.24,C1801648382,1770.0,0.0,M565315087,0.0,0.0,0,0
661,CASH_IN,535663.43,C468028946,21395.0,557058.43,C1060086316,0.0,0.0,0,0
299,CASH_OUT,188784.85,C578834920,0.0,0.0,C1692227716,258572.19,447357.04,0,0
254,TRANSFER,580719.11,C152740168,0.0,0.0,C407075892,607711.78,1188430.9,0,0
34,CASH_IN,114389.59,C473061347,4371304.13,4485693.72,C1518712038,169766.98,55377.39,0,0
251,CASH_OUT,228128.52,C1587045423,0.0,0.0,C1469427987,1006059.13,1234187.65,0,0
252,CASH_IN,113594.09,C1468456961,6208613.83,6322207.92,C1669537139,127418.26,13824.17,0,0
183,PAYMENT,5850.61,C47003358,9805.0,3954.39,M10497361,0.0,0.0,0,0
211,CASH_IN,107095.02,C3731093,5445842.9,5552937.91,C595148557,226459.35,119364.33,0,0
235,CASH_OUT,88130.13,C1778482908,57570.0,0.0,C758723272,0.0,88130.13,0,0
201,CASH_OUT,120017.72,C1929545155,0.0,0.0,C1725884324,186596.27,306613.99,0,0
226,PAYMENT,7268.38,C367905505,59916.0,52647.62,M1098726806,0.0,0.0,0,0
274,CASH_OUT,428902.85,C255725143,20968.0,0.0,C563763368,6075.72,434978.57,0,0
37,PAYMENT,1054.67,C877293868,0.0,0.0,M764744753,0.0,0.0,0,0
156,TRANSFER,197054.72,C929215011,0.0,0.0,C299097219,1034339.85,1231394.57,0,0
45,CASH_OUT,238894.58,C75171316,19912.0,0.0,C277681840,92128.23,331022.8,0,0
7,TRANSFER,981780.4,C1285789872,15484.03,0.0,C675203915,1398733.11,5398127.54,0,0
253,PAYMENT,28435.13,C2015240671,202717.0,174281.87,M842986900,0.0,0.0,0,0
230,PAYMENT,23603.66,C909726960,123260.8,99657.14,M456438573,0.0,0.0,0,0
596,PAYMENT,4749.24,C2061585818,505242.34,500493.1,M303863675,0.0,0.0,0,0
188,PAYMENT,9015.29,C566846744,17898.0,8882.71,M1626211604,0.0,0.0,0,0
378,PAYMENT,14586.83,C31827363,43004.38,28417.55,M1692997426,0.0,0.0,0,0
352,PAYMENT,5795.86,C153169011,0.0,0.0,M1531499588,0.0,0.0,0,0
236,PAYMENT,15833.0,C1522546940,38407.0,22574.0,M50208452,0.0,0.0,0,0
376,PAYMENT,5789.96,C1469423923,0.0,0.0,M1770950409,0.0,0.0,0,0
13,PAYMENT,2974.12,C211586222,421992.11,419017.99,M468277595,0.0,0.0,0,0
260,CASH_IN,175754.25,C339984682,6807808.79,6983563.04,C1506353711,776885.81,601131.56,0,0
259,CASH_IN,30799.89,C50656473,9059990.26,9090790.15,C117802053,183150.9,152351.01,0,0
226,CASH_IN,87865.55,C911107543,10683508.97,10771374.53,C230021410,4399966.12,4312100.57,0,0
298,PAYMENT,9705.66,C1723076219,9949.0,243.34,M1382173228,0.0,0.0,0,0
41,CASH_OUT,117422.09,C1427278670,203763.0,86340.91,C2057394816,7612742.36,7730164.46,0,0
8,PAYMENT,5942.41,C816372481,0.0,0.0,M1372975160,0.0,0.0,0,0
134,CASH_OUT,159758.5,C683380414,0.0,0.0,C432523861,928218.3,1087976.81,0,0
43,PAYMENT,6476.53,C735373587,0.0,0.0,M1525475251,0.0,0.0,0,0
426,PAYMENT,453.66,C1232346489,18910.34,18456.68,M518528638,0.0,0.0,0,0
43,CASH_IN,495312.8,C1457916606,2451507.4,2946820.21,C1314073165,518464.64,23151.83,0,0
141,TRANSFER,373547.7,C1585495387,45827.0,0.0,C664685014,23726.88,397274.58,0,0
34,CASH_OUT,275345.41,C345197303,0.0,0.0,C479356446,833739.07,1302329.43,0,0
351,CASH_IN,249282.39,C1764040997,3500493.45,3749775.84,C167484873,1264528.13,1015245.73,0,0
16,CASH_IN,156565.66,C1743083799,8878943.29,9035508.95,C1599314286,249233.08,187394.76,0,0
130,CASH_IN,103892.3,C1021980950,5181549.58,5285441.89,C1613896112,1821786.72,1717894.42,0,0
260,CASH_IN,179185.28,C456684818,84882.0,264067.28,C1035586631,158663.11,0.0,0,0
154,PAYMENT,11759.39,C1244149462,0.0,0.0,M1486008495,0.0,0.0,0,0
210,PAYMENT,2515.87,C1434323224,1649.0,0.0,M508921520,0.0,0.0,0,0
164,CASH_IN,433917.87,C1088090967,1338897.21,1772815.08,C1477642147,1153524.01,719606.14,0,0
20,PAYMENT,6551.28,C298265664,70302.0,63750.72,M1939399579,0.0,0.0,0,0
310,CASH_OUT,15742.71,C916432608,0.0,0.0,C255090227,1393278.73,1409021.43,0,0
281,PAYMENT,2161.48,C2017086250,199722.0,197560.52,M671187972,0.0,0.0,0,0
401,PAYMENT,12976.22,C1338327318,0.0,0.0,M837017383,0.0,0.0,0,0
133,PAYMENT,9407.95,C669679705,720.0,0.0,M486844718,0.0,0.0,0,0
19,CASH_IN,36129.41,C1378653383,495749.57,531878.98,C1670297251,250176.87,214047.46,0,0
306,CASH_IN,241485.46,C578303120,2057797.82,2299283.28,C573323231,288091.89,46606.43,0,0
131,CASH_IN,212102.5,C833794451,167107.67,379210.16,C721293145,630050.71,417948.22,0,0
162,CASH_OUT,82101.0,C501544405,0.0,0.0,C1713136334,1287655.58,1369756.57,0,0
40,PAYMENT,3079.18,C1004038713,20016.0,16936.82,M1758061400,0.0,0.0,0,0
280,PAYMENT,8819.9,C523133891,0.0,0.0,M716714638,0.0,0.0,0,0
203,CASH_OUT,57140.56,C308339029,0.0,0.0,C70584549,279209.57,336350.13,0,0
260,PAYMENT,8178.18,C1524889513,51885.0,43706.82,M434161448,0.0,0.0,0,0
235,CASH_IN,203599.76,C1725736762,170.0,203769.76,C368914734,0.0,0.0,0,0
303,CASH_IN,106197.64,C964349515,42156.0,148353.64,C1482636819,0.0,0.0,0,0
210,CASH_IN,50940.43,C1653155984,2774446.48,2825386.91,C250164526,613766.31,562825.88,0,0
330,CASH_OUT,38581.08,C1749157420,0.0,0.0,C911264488,246230.64,284811.72,0,0
276,TRANSFER,1311759.28,C896088072,0.0,0.0,C31434457,3398360.9,4710120.18,0,0
403,CASH_IN,245013.45,C310242063,9805392.98,10050406.43,C31993572,555365.12,310351.66,0,0
203,CASH_IN,39.38,C1058204617,2228972.05,2229011.43,C1336906165,513831.11,513791.73,0,0
277,CASH_IN,8934.77,C983893140,4287879.4,4296814.17,C270714306,79698.21,70763.44,0,0
131,CASH_IN,98124.73,C392055759,17029859.81,17127984.53,C841959247,3218983.45,3120858.72,0,0
252,PAYMENT,2216.64,C1361413881,0.0,0.0,M1471062915,0.0,0.0,0,0
259,PAYMENT,7735.16,C1377487395,0.0,0.0,M2121842051,0.0,0.0,0,0
8,CASH_OUT,11195.54,C668872410,0.0,0.0,C549221039,153632.4,301353.67,0,0
153,CASH_OUT,170193.54,C616599241,0.0,0.0,C701137031,3754255.23,3924448.77,0,0
156,CASH_IN,70158.16,C1231526800,6430839.21,6500997.38,C1990463803,419787.57,349629.4,0,0
278,PAYMENT,8833.24,C1717584550,18496.96,9663.72,M351007008,0.0,0.0,0,0
208,TRANSFER,49398.49,C905629380,0.0,0.0,C304353339,61410.21,110808.7,0,0
162,CASH_OUT,116795.72,C243710033,0.0,0.0,C700777364,2719894.89,2836690.61,0,0
305,TRANSFER,4106432.45,C937397854,0.0,0.0,C1555225221,30000000.0,34106432.45,0,0
18,CASH_IN,105938.06,C1601390391,5052.0,110990.06,C1778490393,145121.74,39183.69,0,0
16,CASH_OUT,121658.93,C2042728571,0.0,0.0,C984329887,4139212.23,4074186.81,0,0
153,PAYMENT,8102.92,C1279639404,0.0,0.0,M1640261545,0.0,0.0,0,0
33,PAYMENT,33635.26,C78555462,151364.5,117729.24,M1668545925,0.0,0.0,0,0
404,PAYMENT,5026.99,C1313301681,150167.0,145140.01,M1298796360,0.0,0.0,0,0
227,CASH_IN,180611.79,C1068217395,54400.0,235011.79,C2024316181,402049.55,221437.75,0,0
12,PAYMENT,6138.62,C735432426,11302.0,5163.38,M949263788,0.0,0.0,0,0
401,CASH_IN,70678.04,C165842237,11521.0,82199.04,C71643163,1829575.74,1758897.7,0,0
14,CASH_IN,208047.99,C284347905,50398.0,258445.99,C1823014131,2273992.67,2492886.72,0,0
300,PAYMENT,73058.3,C1192429136,457888.2,384829.9,M1493633591,0.0,0.0,0,0
141,PAYMENT,28250.69,C1825385018,42022.0,13771.31,M503737258,0.0,0.0,0,0
37,CASH_OUT,131450.16,C2048138339,0.0,0.0,C1095341545,181962.45,313412.6,0,0
164,CASH_IN,50627.96,C77447897,3413195.59,3463823.55,C1398993484,2225925.73,2175297.77,0,0
17,CASH_IN,111457.41,C8177665,11412926.94,11524384.35,C1647365815,559920.9,448463.49,0,0
15,CASH_OUT,110920.15,C944655058,11308.0,0.0,C1822578654,3223578.21,3710701.51,0,0
352,CASH_OUT,179789.58,C283813662,60520.11,0.0,C1459560820,2133808.34,2313597.92,0,0
259,PAYMENT,817.46,C1376872251,163314.17,162496.71,M1167572421,0.0,0.0,0,0
131,CASH_IN,77487.36,C1846811134,5392162.32,5469649.68,C1478415188,11322260.16,11244772.8,0,0
352,PAYMENT,22026.54,C1720065624,0.0,0.0,M746728875,0.0,0.0,0,0
17,CASH_OUT,261326.52,C934706125,500379.94,239053.42,C245716660,325177.77,586504.29,0,0
369,PAYMENT,21523.95,C1966152173,0.0,0.0,M1813318683,0.0,0.0,0,0
297,CASH_IN,166900.37,C1375956090,22165.0,189065.37,C1558210555,42182.77,0.0,0,0
347,PAYMENT,28282.27,C1021863487,19927.57,0.0,M54058977,0.0,0.0,0,0
395,CASH_IN,333931.13,C1531511599,4907.0,338838.13,C1037286878,15350.75,0.0,0,0
399,CASH_IN,90635.27,C1606367252,100493.0,191128.27,C588350159,382796.03,292160.76,0,0
349,TRANSFER,504516.76,C1655668183,0.0,0.0,C2044830371,1711548.22,2216064.98,0,0
232,CASH_OUT,114289.98,C778281069,0.0,0.0,C1859935896,888685.75,1002975.73,0,0
